name,artist,popularity,id,label,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Halo,['Soil'],54,0rlPOzWbNVui2ABuI5OFhL,metal,0.525,0.914,3,-4.183,1,0.0705,2.64e-05,0.00127,0.0573,0.461,111.145,audio_features,spotify:track:0rlPOzWbNVui2ABuI5OFhL,https://api.spotify.com/v1/tracks/0rlPOzWbNVui2ABuI5OFhL,https://api.spotify.com/v1/audio-analysis/0rlPOzWbNVui2ABuI5OFhL,195307,4
Halo,['Soil'],54,0rlPOzWbNVui2ABuI5OFhL,metal,0.525,0.914,3,-4.183,1,0.0705,2.64e-05,0.00127,0.0573,0.461,111.145,audio_features,spotify:track:0rlPOzWbNVui2ABuI5OFhL,https://api.spotify.com/v1/tracks/0rlPOzWbNVui2ABuI5OFhL,https://api.spotify.com/v1/audio-analysis/0rlPOzWbNVui2ABuI5OFhL,195307,4
Halo,['Soil'],54,0rlPOzWbNVui2ABuI5OFhL,metal,0.525,0.914,3,-4.183,1,0.0705,2.64e-05,0.00127,0.0573,0.461,111.145,audio_features,spotify:track:0rlPOzWbNVui2ABuI5OFhL,https://api.spotify.com/v1/tracks/0rlPOzWbNVui2ABuI5OFhL,https://api.spotify.com/v1/audio-analysis/0rlPOzWbNVui2ABuI5OFhL,195307,4
Halo,['Soil'],54,0rlPOzWbNVui2ABuI5OFhL,metal,0.525,0.914,3,-4.183,1,0.0705,2.64e-05,0.00127,0.0573,0.461,111.145,audio_features,spotify:track:0rlPOzWbNVui2ABuI5OFhL,https://api.spotify.com/v1/tracks/0rlPOzWbNVui2ABuI5OFhL,https://api.spotify.com/v1/audio-analysis/0rlPOzWbNVui2ABuI5OFhL,195307,4
In the Name of Tragedy,['Motörhead'],52,1DhCdQMyNLklKGxBheRFxL,metal,0.449,0.994,8,-4.836,1,0.0824,0.000106,2.13e-06,0.102,0.447,149.91,audio_features,spotify:track:1DhCdQMyNLklKGxBheRFxL,https://api.spotify.com/v1/tracks/1DhCdQMyNLklKGxBheRFxL,https://api.spotify.com/v1/audio-analysis/1DhCdQMyNLklKGxBheRFxL,183640,4
The Only,['Static-X'],63,35ZmCVnfYRdK1iLGCxNhMa,metal,0.428,0.979,1,-2.929,1,0.225,7.04e-05,0.0,0.129,0.292,104.84,audio_features,spotify:track:35ZmCVnfYRdK1iLGCxNhMa,https://api.spotify.com/v1/tracks/35ZmCVnfYRdK1iLGCxNhMa,https://api.spotify.com/v1/audio-analysis/35ZmCVnfYRdK1iLGCxNhMa,171107,4
Suicide Messiah,['Black Label Society'],0,0NsGX5siz55Fipy0ALJi4W,metal,0.258,0.839,0,-5.726,0,0.0803,0.000197,3.22e-05,0.0699,0.181,75.499,audio_features,spotify:track:0NsGX5siz55Fipy0ALJi4W,https://api.spotify.com/v1/tracks/0NsGX5siz55Fipy0ALJi4W,https://api.spotify.com/v1/audio-analysis/0NsGX5siz55Fipy0ALJi4W,347387,4
Sonne,['Rammstein'],69,3gVhsZtseYtY1fMuyYq06F,metal,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,audio_features,spotify:track:3gVhsZtseYtY1fMuyYq06F,https://api.spotify.com/v1/tracks/3gVhsZtseYtY1fMuyYq06F,https://api.spotify.com/v1/audio-analysis/3gVhsZtseYtY1fMuyYq06F,272440,4
Redneck,['Lamb of God'],62,04EtBLFIxbcVt9NdYgcrpF,metal,0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,audio_features,spotify:track:04EtBLFIxbcVt9NdYgcrpF,https://api.spotify.com/v1/tracks/04EtBLFIxbcVt9NdYgcrpF,https://api.spotify.com/v1/audio-analysis/04EtBLFIxbcVt9NdYgcrpF,220880,4
The Wicker Man - 2015 Remaster,['Iron Maiden'],57,1diuZVsxD74xvtUSABRUoF,metal,0.424,0.98,4,-4.33,0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,audio_features,spotify:track:1diuZVsxD74xvtUSABRUoF,https://api.spotify.com/v1/tracks/1diuZVsxD74xvtUSABRUoF,https://api.spotify.com/v1/audio-analysis/1diuZVsxD74xvtUSABRUoF,275253,4
Bad Company,['Five Finger Death Punch'],64,1UWGkn34CD31VQfdi4D8Zp,metal,0.557,0.886,11,-4.196,0,0.0498,0.000595,9.84e-05,0.0904,0.17,114.025,audio_features,spotify:track:1UWGkn34CD31VQfdi4D8Zp,https://api.spotify.com/v1/tracks/1UWGkn34CD31VQfdi4D8Zp,https://api.spotify.com/v1/audio-analysis/1UWGkn34CD31VQfdi4D8Zp,262440,4
Vicarious,['TOOL'],63,65ShmiE5aLBdcIGr7tHX35,metal,0.506,0.877,0,-5.73,1,0.032,5.16e-05,0.776,0.0712,0.302,114.589,audio_features,spotify:track:65ShmiE5aLBdcIGr7tHX35,https://api.spotify.com/v1/tracks/65ShmiE5aLBdcIGr7tHX35,https://api.spotify.com/v1/audio-analysis/65ShmiE5aLBdcIGr7tHX35,426680,5
30/30-150,['Stone Sour'],43,5RVkQdjznbxQLeFr5Woxws,metal,0.512,0.919,4,-4.581,1,0.0894,4.03e-05,0.000629,0.0899,0.602,163.035,audio_features,spotify:track:5RVkQdjznbxQLeFr5Woxws,https://api.spotify.com/v1/tracks/5RVkQdjznbxQLeFr5Woxws,https://api.spotify.com/v1/audio-analysis/5RVkQdjznbxQLeFr5Woxws,258067,4
Twilight Of The Thunder God,['Amon Amarth'],62,5u3l2TONYacJgmRPQVaF9y,metal,0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,audio_features,spotify:track:5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/tracks/5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/audio-analysis/5u3l2TONYacJgmRPQVaF9y,248747,4
Twilight Of The Thunder God,['Amon Amarth'],62,5u3l2TONYacJgmRPQVaF9y,metal,0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,audio_features,spotify:track:5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/tracks/5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/audio-analysis/5u3l2TONYacJgmRPQVaF9y,248747,4
Twilight Of The Thunder God,['Amon Amarth'],62,5u3l2TONYacJgmRPQVaF9y,metal,0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,audio_features,spotify:track:5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/tracks/5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/audio-analysis/5u3l2TONYacJgmRPQVaF9y,248747,4
Twilight Of The Thunder God,['Amon Amarth'],62,5u3l2TONYacJgmRPQVaF9y,metal,0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,audio_features,spotify:track:5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/tracks/5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/audio-analysis/5u3l2TONYacJgmRPQVaF9y,248747,4
Break,['Three Days Grace'],65,4urxRqBRiaH0i20OKBsgxc,metal,0.578,0.897,0,-3.906,1,0.0357,0.000666,0.0,0.0924,0.737,115.491,audio_features,spotify:track:4urxRqBRiaH0i20OKBsgxc,https://api.spotify.com/v1/tracks/4urxRqBRiaH0i20OKBsgxc,https://api.spotify.com/v1/audio-analysis/4urxRqBRiaH0i20OKBsgxc,193107,4
Living to Die,['Vision Of Disorder'],47,3w8lbCMKWBMu40MoNyV0Il,metal,0.248,0.881,5,-5.147,0,0.076,4.76e-05,3.72e-05,0.101,0.347,102.913,audio_features,spotify:track:3w8lbCMKWBMu40MoNyV0Il,https://api.spotify.com/v1/tracks/3w8lbCMKWBMu40MoNyV0Il,https://api.spotify.com/v1/audio-analysis/3w8lbCMKWBMu40MoNyV0Il,246467,4
Revolution Is My Name,['Pantera'],53,6LhUsJiXAuxoalUz01evh0,metal,0.243,0.988,8,-3.485,1,0.197,6.17e-05,0.12,0.341,0.277,89.905,audio_features,spotify:track:6LhUsJiXAuxoalUz01evh0,https://api.spotify.com/v1/tracks/6LhUsJiXAuxoalUz01evh0,https://api.spotify.com/v1/audio-analysis/6LhUsJiXAuxoalUz01evh0,316493,4
Linchpin,['Fear Factory'],57,4qjvr0qMFUo26SxwC4VygS,metal,0.693,0.871,0,-3.389,1,0.0844,0.00358,2.01e-05,0.11,0.533,111.989,audio_features,spotify:track:4qjvr0qMFUo26SxwC4VygS,https://api.spotify.com/v1/tracks/4qjvr0qMFUo26SxwC4VygS,https://api.spotify.com/v1/audio-analysis/4qjvr0qMFUo26SxwC4VygS,204853,4
Safe Home,['Anthrax'],0,1KgD0p2PaAmHLE6thTLmty,metal,0.293,0.965,10,-3.956,0,0.102,0.000287,0.0,0.138,0.373,75.571,audio_features,spotify:track:1KgD0p2PaAmHLE6thTLmty,https://api.spotify.com/v1/tracks/1KgD0p2PaAmHLE6thTLmty,https://api.spotify.com/v1/audio-analysis/1KgD0p2PaAmHLE6thTLmty,310867,4
Redneck Stomp,['Obituary'],38,3wiT4tcjKk4jAqrfDahS6W,metal,0.245,0.861,2,-8.728,1,0.0415,0.000256,0.871,0.216,0.483,91.056,audio_features,spotify:track:3wiT4tcjKk4jAqrfDahS6W,https://api.spotify.com/v1/tracks/3wiT4tcjKk4jAqrfDahS6W,https://api.spotify.com/v1/audio-analysis/3wiT4tcjKk4jAqrfDahS6W,212840,4
Flying Whales,['Gojira'],34,6SJ2LK3yMdGzC4AEcXJZo4,metal,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,audio_features,spotify:track:6SJ2LK3yMdGzC4AEcXJZo4,https://api.spotify.com/v1/tracks/6SJ2LK3yMdGzC4AEcXJZo4,https://api.spotify.com/v1/audio-analysis/6SJ2LK3yMdGzC4AEcXJZo4,464453,4
You Wouldn't Know,['HELLYEAH'],50,0cnySM1Mlep9l9Y2fKo04w,metal,0.409,0.916,8,-3.181,1,0.0511,0.000248,0.0113,0.125,0.12,147.171,audio_features,spotify:track:0cnySM1Mlep9l9Y2fKo04w,https://api.spotify.com/v1/tracks/0cnySM1Mlep9l9Y2fKo04w,https://api.spotify.com/v1/audio-analysis/0cnySM1Mlep9l9Y2fKo04w,258020,4
Blood Brothers - 2015 Remaster,['Iron Maiden'],56,4q9YY8eorYGjpjk3Zko7l9,metal,0.243,0.809,4,-6.316,0,0.0479,0.0501,0.0338,0.133,0.444,182.679,audio_features,spotify:track:4q9YY8eorYGjpjk3Zko7l9,https://api.spotify.com/v1/tracks/4q9YY8eorYGjpjk3Zko7l9,https://api.spotify.com/v1/audio-analysis/4q9YY8eorYGjpjk3Zko7l9,434293,3
I Don't Care (feat. Adam Gontier),"['Apocalyptica', 'Adam Gontier']",0,7KRnJW2x33Mb84NavoKmbh,metal,0.298,0.795,2,-4.146,0,0.0371,0.00583,0.0,0.117,0.0892,178.95,audio_features,spotify:track:7KRnJW2x33Mb84NavoKmbh,https://api.spotify.com/v1/tracks/7KRnJW2x33Mb84NavoKmbh,https://api.spotify.com/v1/audio-analysis/7KRnJW2x33Mb84NavoKmbh,237920,4
Down from the Sky,['Trivium'],43,1CStnBrjVQ7WwCHjRplWUz,metal,0.453,0.987,11,-2.298,0,0.0903,3.73e-05,2.25e-06,0.0576,0.336,160.035,audio_features,spotify:track:1CStnBrjVQ7WwCHjRplWUz,https://api.spotify.com/v1/tracks/1CStnBrjVQ7WwCHjRplWUz,https://api.spotify.com/v1/audio-analysis/1CStnBrjVQ7WwCHjRplWUz,334440,4
Ghost Division,['Sabaton'],49,3ZiJwNnZWMSKmUUTvYhIKx,metal,0.339,0.945,4,-3.016,1,0.059,8.78e-05,1.51e-05,0.2,0.466,176.213,audio_features,spotify:track:3ZiJwNnZWMSKmUUTvYhIKx,https://api.spotify.com/v1/tracks/3ZiJwNnZWMSKmUUTvYhIKx,https://api.spotify.com/v1/audio-analysis/3ZiJwNnZWMSKmUUTvYhIKx,231200,4
Paranoid,['Black Sabbath'],0,3q9G9SvgdfE1fxlvoDIb20,metal,0.423,0.685,4,-9.651,0,0.078,6.28e-05,0.00642,0.133,0.328,162.78,audio_features,spotify:track:3q9G9SvgdfE1fxlvoDIb20,https://api.spotify.com/v1/tracks/3q9G9SvgdfE1fxlvoDIb20,https://api.spotify.com/v1/audio-analysis/3q9G9SvgdfE1fxlvoDIb20,167720,4
Ace Of Spades,['Motörhead'],0,47FyQCd3TYLrZ9TU6MPaWK,metal,0.324,0.991,6,-4.465,1,0.197,0.00247,0.00895,0.104,0.195,140.245,audio_features,spotify:track:47FyQCd3TYLrZ9TU6MPaWK,https://api.spotify.com/v1/tracks/47FyQCd3TYLrZ9TU6MPaWK,https://api.spotify.com/v1/audio-analysis/47FyQCd3TYLrZ9TU6MPaWK,166707,4
Crazy Train,['Ozzy Osbourne'],24,2b9lp5A6CqSzwOrBfAFhof,metal,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,audio_features,spotify:track:2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/tracks/2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/audio-analysis/2b9lp5A6CqSzwOrBfAFhof,296200,4
Crazy Train,['Ozzy Osbourne'],24,2b9lp5A6CqSzwOrBfAFhof,metal,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,audio_features,spotify:track:2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/tracks/2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/audio-analysis/2b9lp5A6CqSzwOrBfAFhof,296200,4
Crazy Train,['Ozzy Osbourne'],24,2b9lp5A6CqSzwOrBfAFhof,metal,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,audio_features,spotify:track:2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/tracks/2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/audio-analysis/2b9lp5A6CqSzwOrBfAFhof,296200,4
Crazy Train,['Ozzy Osbourne'],24,2b9lp5A6CqSzwOrBfAFhof,metal,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,audio_features,spotify:track:2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/tracks/2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/audio-analysis/2b9lp5A6CqSzwOrBfAFhof,296200,4
The Number Of The Beast - 1998 Remastered Version,['Iron Maiden'],0,1s4Ie0cT6P73SRSfh3oyGW,metal,0.42,0.93,2,-5.583,0,0.0638,0.0189,0.00675,0.264,0.344,99.641,audio_features,spotify:track:1s4Ie0cT6P73SRSfh3oyGW,https://api.spotify.com/v1/tracks/1s4Ie0cT6P73SRSfh3oyGW,https://api.spotify.com/v1/audio-analysis/1s4Ie0cT6P73SRSfh3oyGW,291373,4
The Number Of The Beast - 1998 Remastered Version,['Iron Maiden'],0,1s4Ie0cT6P73SRSfh3oyGW,metal,0.42,0.93,2,-5.583,0,0.0638,0.0189,0.00675,0.264,0.344,99.641,audio_features,spotify:track:1s4Ie0cT6P73SRSfh3oyGW,https://api.spotify.com/v1/tracks/1s4Ie0cT6P73SRSfh3oyGW,https://api.spotify.com/v1/audio-analysis/1s4Ie0cT6P73SRSfh3oyGW,291373,4
The Number Of The Beast - 1998 Remastered Version,['Iron Maiden'],0,1s4Ie0cT6P73SRSfh3oyGW,metal,0.42,0.93,2,-5.583,0,0.0638,0.0189,0.00675,0.264,0.344,99.641,audio_features,spotify:track:1s4Ie0cT6P73SRSfh3oyGW,https://api.spotify.com/v1/tracks/1s4Ie0cT6P73SRSfh3oyGW,https://api.spotify.com/v1/audio-analysis/1s4Ie0cT6P73SRSfh3oyGW,291373,4
The Number Of The Beast - 1998 Remastered Version,['Iron Maiden'],0,1s4Ie0cT6P73SRSfh3oyGW,metal,0.42,0.93,2,-5.583,0,0.0638,0.0189,0.00675,0.264,0.344,99.641,audio_features,spotify:track:1s4Ie0cT6P73SRSfh3oyGW,https://api.spotify.com/v1/tracks/1s4Ie0cT6P73SRSfh3oyGW,https://api.spotify.com/v1/audio-analysis/1s4Ie0cT6P73SRSfh3oyGW,291373,4
Hallowed Be Thy Name - 1998 Remastered Version,['Iron Maiden'],0,1iGXvUsVVkYBas0Cniw6NB,metal,0.304,0.909,9,-5.162,1,0.0362,0.00185,0.122,0.362,0.348,103.99,audio_features,spotify:track:1iGXvUsVVkYBas0Cniw6NB,https://api.spotify.com/v1/tracks/1iGXvUsVVkYBas0Cniw6NB,https://api.spotify.com/v1/audio-analysis/1iGXvUsVVkYBas0Cniw6NB,432800,4
Iron Man,['Black Sabbath'],0,1Rhr64SXn8s4LjnpPAUHon,metal,0.334,0.829,9,-9.17,1,0.0995,0.00327,0.00393,0.095,0.502,157.565,audio_features,spotify:track:1Rhr64SXn8s4LjnpPAUHon,https://api.spotify.com/v1/tracks/1Rhr64SXn8s4LjnpPAUHon,https://api.spotify.com/v1/audio-analysis/1Rhr64SXn8s4LjnpPAUHon,354213,4
Master Of Puppets,['Metallica'],6,6NwbeybX6TDtXlpXvnUOZC,metal,0.538,0.872,4,-7.658,0,0.0361,0.000608,0.573,0.0946,0.593,105.102,audio_features,spotify:track:6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/tracks/6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/audio-analysis/6NwbeybX6TDtXlpXvnUOZC,516293,4
Master Of Puppets,['Metallica'],6,6NwbeybX6TDtXlpXvnUOZC,metal,0.538,0.872,4,-7.658,0,0.0361,0.000608,0.573,0.0946,0.593,105.102,audio_features,spotify:track:6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/tracks/6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/audio-analysis/6NwbeybX6TDtXlpXvnUOZC,516293,4
Master Of Puppets,['Metallica'],6,6NwbeybX6TDtXlpXvnUOZC,metal,0.538,0.872,4,-7.658,0,0.0361,0.000608,0.573,0.0946,0.593,105.102,audio_features,spotify:track:6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/tracks/6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/audio-analysis/6NwbeybX6TDtXlpXvnUOZC,516293,4
Master Of Puppets,['Metallica'],6,6NwbeybX6TDtXlpXvnUOZC,metal,0.538,0.872,4,-7.658,0,0.0361,0.000608,0.573,0.0946,0.593,105.102,audio_features,spotify:track:6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/tracks/6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/audio-analysis/6NwbeybX6TDtXlpXvnUOZC,516293,4
Heaven And Hell,['Black Sabbath'],0,6LtNEH08J18r4HLs4HzvqW,metal,0.333,0.445,3,-16.343,0,0.0283,0.00858,0.0451,0.167,0.35,89.371,audio_features,spotify:track:6LtNEH08J18r4HLs4HzvqW,https://api.spotify.com/v1/tracks/6LtNEH08J18r4HLs4HzvqW,https://api.spotify.com/v1/audio-analysis/6LtNEH08J18r4HLs4HzvqW,417840,4
Painkiller,['Judas Priest'],65,0L7zm6afBEtrNKo6C6Gj08,metal,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,audio_features,spotify:track:0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/tracks/0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/audio-analysis/0L7zm6afBEtrNKo6C6Gj08,365827,4
Painkiller,['Judas Priest'],65,0L7zm6afBEtrNKo6C6Gj08,metal,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,audio_features,spotify:track:0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/tracks/0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/audio-analysis/0L7zm6afBEtrNKo6C6Gj08,365827,4
Painkiller,['Judas Priest'],65,0L7zm6afBEtrNKo6C6Gj08,metal,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,audio_features,spotify:track:0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/tracks/0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/audio-analysis/0L7zm6afBEtrNKo6C6Gj08,365827,4
Painkiller,['Judas Priest'],65,0L7zm6afBEtrNKo6C6Gj08,metal,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,audio_features,spotify:track:0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/tracks/0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/audio-analysis/0L7zm6afBEtrNKo6C6Gj08,365827,4
One,['Metallica'],0,64Ret7Tf2M8pDE4aqbW2tX,metal,0.444,0.703,7,-9.443,1,0.0641,0.00112,0.0761,0.127,0.419,106.228,audio_features,spotify:track:64Ret7Tf2M8pDE4aqbW2tX,https://api.spotify.com/v1/tracks/64Ret7Tf2M8pDE4aqbW2tX,https://api.spotify.com/v1/audio-analysis/64Ret7Tf2M8pDE4aqbW2tX,447440,4
Highway Star - 1997 - Remaster,['Deep Purple'],0,1sBxsfQCNIYQ77tUU073sZ,metal,0.298,0.885,9,-7.679,0,0.0551,0.0323,0.00711,0.288,0.57,173.304,audio_features,spotify:track:1sBxsfQCNIYQ77tUU073sZ,https://api.spotify.com/v1/tracks/1sBxsfQCNIYQ77tUU073sZ,https://api.spotify.com/v1/audio-analysis/1sBxsfQCNIYQ77tUU073sZ,368493,4
Black Sabbath,['Black Sabbath'],0,1PL2GSxmZluXBWVsfgdw79,metal,0.311,0.437,2,-13.77,1,0.0408,0.196,0.339,0.241,0.0886,132.389,audio_features,spotify:track:1PL2GSxmZluXBWVsfgdw79,https://api.spotify.com/v1/tracks/1PL2GSxmZluXBWVsfgdw79,https://api.spotify.com/v1/audio-analysis/1PL2GSxmZluXBWVsfgdw79,377160,4
Holy Wars...The Punishment Due,['Megadeth'],42,0bM9c5A7CterSOEssmWqAa,metal,0.339,0.888,9,-12.179,1,0.0698,0.00293,0.318,0.296,0.319,125.086,audio_features,spotify:track:0bM9c5A7CterSOEssmWqAa,https://api.spotify.com/v1/tracks/0bM9c5A7CterSOEssmWqAa,https://api.spotify.com/v1/audio-analysis/0bM9c5A7CterSOEssmWqAa,396133,4
Victim Of Changes,['Judas Priest'],0,2B3LrkMAmRVFj6RORrDLHi,metal,0.284,0.329,11,-13.403,0,0.0323,0.0191,0.35,0.103,0.213,74.563,audio_features,spotify:track:2B3LrkMAmRVFj6RORrDLHi,https://api.spotify.com/v1/tracks/2B3LrkMAmRVFj6RORrDLHi,https://api.spotify.com/v1/audio-analysis/2B3LrkMAmRVFj6RORrDLHi,473560,4
Electric Eye,['Judas Priest'],45,3kubJ2b1Rad7NXZtnZAZmO,metal,0.431,0.947,9,-6.011,1,0.0752,0.000779,0.000253,0.356,0.365,96.539,audio_features,spotify:track:3kubJ2b1Rad7NXZtnZAZmO,https://api.spotify.com/v1/tracks/3kubJ2b1Rad7NXZtnZAZmO,https://api.spotify.com/v1/audio-analysis/3kubJ2b1Rad7NXZtnZAZmO,218867,4
Welcome To The Jungle,"[""Guns N' Roses""]",0,0oWHLtxWeMJhmwxtrxhNK0,metal,0.443,0.955,8,-8.066,1,0.0741,0.0222,0.361,0.297,0.333,123.423,audio_features,spotify:track:0oWHLtxWeMJhmwxtrxhNK0,https://api.spotify.com/v1/tracks/0oWHLtxWeMJhmwxtrxhNK0,https://api.spotify.com/v1/audio-analysis/0oWHLtxWeMJhmwxtrxhNK0,273600,4
Creeping Death,['Metallica'],0,3LM41UarpHPJkUZ7rVbbGx,metal,0.375,0.951,4,-9.113,0,0.113,0.000754,0.259,0.103,0.198,100.631,audio_features,spotify:track:3LM41UarpHPJkUZ7rVbbGx,https://api.spotify.com/v1/tracks/3LM41UarpHPJkUZ7rVbbGx,https://api.spotify.com/v1/audio-analysis/3LM41UarpHPJkUZ7rVbbGx,395133,4
Fade To Black,['Metallica'],0,12oSzrBIyirNs0aCwk6elL,metal,0.258,0.907,7,-7.287,1,0.112,0.0183,0.201,0.11,0.317,113.679,audio_features,spotify:track:12oSzrBIyirNs0aCwk6elL,https://api.spotify.com/v1/tracks/12oSzrBIyirNs0aCwk6elL,https://api.spotify.com/v1/audio-analysis/12oSzrBIyirNs0aCwk6elL,417400,4
The Trooper - 1998 Remastered Version,['Iron Maiden'],0,2pxAohyJptQWTQ5ZRWYijN,metal,0.286,0.856,4,-6.777,0,0.0585,0.0238,0.0542,0.487,0.696,162.12,audio_features,spotify:track:2pxAohyJptQWTQ5ZRWYijN,https://api.spotify.com/v1/tracks/2pxAohyJptQWTQ5ZRWYijN,https://api.spotify.com/v1/audio-analysis/2pxAohyJptQWTQ5ZRWYijN,250973,4
Balls to the Wall,['Accept'],60,2dbOYFfS7r7NAzquRvji9A,metal,0.544,0.739,9,-7.383,1,0.0517,0.00392,0.000143,0.168,0.328,118.287,audio_features,spotify:track:2dbOYFfS7r7NAzquRvji9A,https://api.spotify.com/v1/tracks/2dbOYFfS7r7NAzquRvji9A,https://api.spotify.com/v1/audio-analysis/2dbOYFfS7r7NAzquRvji9A,342600,4
Smoke On the Water - 1997 Remix,['Deep Purple'],0,7dQ7jYmdsCRWXyjjgwaLy7,metal,0.564,0.805,5,-5.977,1,0.0426,0.0598,0.25,0.0631,0.837,114.249,audio_features,spotify:track:7dQ7jYmdsCRWXyjjgwaLy7,https://api.spotify.com/v1/tracks/7dQ7jYmdsCRWXyjjgwaLy7,https://api.spotify.com/v1/audio-analysis/7dQ7jYmdsCRWXyjjgwaLy7,378107,4
Peace Sells - Remastered,['Megadeth'],52,3090goAxG6IlpCifA8m9xB,metal,0.303,0.922,11,-4.376,0,0.138,0.000676,0.26,0.561,0.695,138.393,audio_features,spotify:track:3090goAxG6IlpCifA8m9xB,https://api.spotify.com/v1/tracks/3090goAxG6IlpCifA8m9xB,https://api.spotify.com/v1/audio-analysis/3090goAxG6IlpCifA8m9xB,242533,4
Run to the Hills - 1998 Remastered Version,['Iron Maiden'],7,2JS1iE5A5RHvUPH5Zl9jlF,metal,0.221,0.956,0,-4.641,1,0.0876,0.0103,0.000523,0.195,0.432,173.254,audio_features,spotify:track:2JS1iE5A5RHvUPH5Zl9jlF,https://api.spotify.com/v1/tracks/2JS1iE5A5RHvUPH5Zl9jlF,https://api.spotify.com/v1/audio-analysis/2JS1iE5A5RHvUPH5Zl9jlF,233960,4
Run to the Hills - 1998 Remastered Version,['Iron Maiden'],7,2JS1iE5A5RHvUPH5Zl9jlF,metal,0.221,0.956,0,-4.641,1,0.0876,0.0103,0.000523,0.195,0.432,173.254,audio_features,spotify:track:2JS1iE5A5RHvUPH5Zl9jlF,https://api.spotify.com/v1/tracks/2JS1iE5A5RHvUPH5Zl9jlF,https://api.spotify.com/v1/audio-analysis/2JS1iE5A5RHvUPH5Zl9jlF,233960,4
Run to the Hills - 1998 Remastered Version,['Iron Maiden'],7,2JS1iE5A5RHvUPH5Zl9jlF,metal,0.221,0.956,0,-4.641,1,0.0876,0.0103,0.000523,0.195,0.432,173.254,audio_features,spotify:track:2JS1iE5A5RHvUPH5Zl9jlF,https://api.spotify.com/v1/tracks/2JS1iE5A5RHvUPH5Zl9jlF,https://api.spotify.com/v1/audio-analysis/2JS1iE5A5RHvUPH5Zl9jlF,233960,4
