name,artist,popularity,id,label,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
I'll Be Seeing You,['Billie Holiday'],66,4smkJW6uzoHxGReZqqwHS5,jazz,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,audio_features,spotify:track:4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/tracks/4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/audio-analysis/4smkJW6uzoHxGReZqqwHS5,211533,3
I'll Be Seeing You,['Billie Holiday'],66,4smkJW6uzoHxGReZqqwHS5,jazz,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,audio_features,spotify:track:4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/tracks/4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/audio-analysis/4smkJW6uzoHxGReZqqwHS5,211533,3
I'll Be Seeing You,['Billie Holiday'],66,4smkJW6uzoHxGReZqqwHS5,jazz,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,audio_features,spotify:track:4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/tracks/4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/audio-analysis/4smkJW6uzoHxGReZqqwHS5,211533,3
I'll Be Seeing You,['Billie Holiday'],66,4smkJW6uzoHxGReZqqwHS5,jazz,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,audio_features,spotify:track:4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/tracks/4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/audio-analysis/4smkJW6uzoHxGReZqqwHS5,211533,3
Hipsippy Blues,['Art Blakey & The Jazz Messengers'],47,3iFlfQ0CXc9URaAvai8VUe,jazz,0.573,0.247,5,-19.282,0,0.0627,0.713,5.64e-05,0.103,0.604,138.234,audio_features,spotify:track:3iFlfQ0CXc9URaAvai8VUe,https://api.spotify.com/v1/tracks/3iFlfQ0CXc9URaAvai8VUe,https://api.spotify.com/v1/audio-analysis/3iFlfQ0CXc9URaAvai8VUe,400447,4
St. Thomas,"['Sonny Rollins', 'Tommy Flanagan', 'Doug Watkins', 'Max Roach']",46,0zQE77yszbyv61M4NboU2u,jazz,0.541,0.607,0,-8.435,1,0.0438,0.727,0.442,0.0997,0.754,104.96,audio_features,spotify:track:0zQE77yszbyv61M4NboU2u,https://api.spotify.com/v1/tracks/0zQE77yszbyv61M4NboU2u,https://api.spotify.com/v1/audio-analysis/0zQE77yszbyv61M4NboU2u,406267,4
'Long As You Know You're Living Yours,"['Keith Jarrett', 'Jan Garbarek', 'Palle Danielsson', 'Jon Christensen']",49,5z7deaTe21B7QVPhSDouL1,jazz,0.605,0.376,5,-14.978,1,0.0322,0.253,0.207,0.117,0.948,131.927,audio_features,spotify:track:5z7deaTe21B7QVPhSDouL1,https://api.spotify.com/v1/tracks/5z7deaTe21B7QVPhSDouL1,https://api.spotify.com/v1/audio-analysis/5z7deaTe21B7QVPhSDouL1,370867,4
Windows,['Chick Corea'],48,0m8tSPLHhjhGToD6LW0RPp,jazz,0.503,0.344,1,-19.024,1,0.0369,0.673,0.381,0.096,0.468,108.489,audio_features,spotify:track:0m8tSPLHhjhGToD6LW0RPp,https://api.spotify.com/v1/tracks/0m8tSPLHhjhGToD6LW0RPp,https://api.spotify.com/v1/audio-analysis/0m8tSPLHhjhGToD6LW0RPp,191933,4
My One And Only Love,"['John Coltrane', 'Johnny Hartman']",58,1BPmVDqR4cX9aFC0Qx0eWn,jazz,0.461,0.0546,0,-18.982,1,0.0362,0.988,0.208,0.126,0.23,128.91,audio_features,spotify:track:1BPmVDqR4cX9aFC0Qx0eWn,https://api.spotify.com/v1/tracks/1BPmVDqR4cX9aFC0Qx0eWn,https://api.spotify.com/v1/audio-analysis/1BPmVDqR4cX9aFC0Qx0eWn,296667,4
A Day In The Life,['Wes Montgomery'],0,6f7r5i4xVwePkHDHwwMK75,jazz,0.476,0.251,9,-13.854,0,0.0278,0.769,0.774,0.0637,0.37,98.833,audio_features,spotify:track:6f7r5i4xVwePkHDHwwMK75,https://api.spotify.com/v1/tracks/6f7r5i4xVwePkHDHwwMK75,https://api.spotify.com/v1/audio-analysis/6f7r5i4xVwePkHDHwwMK75,354973,4
Blue Moon,['Billie Holiday'],64,1pZn8AX1WulW8IO338hE5D,jazz,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,audio_features,spotify:track:1pZn8AX1WulW8IO338hE5D,https://api.spotify.com/v1/tracks/1pZn8AX1WulW8IO338hE5D,https://api.spotify.com/v1/audio-analysis/1pZn8AX1WulW8IO338hE5D,207827,4
Autumn Leaves,['Chet Baker'],56,2iUrcZcAuVIahQD0dg9HLe,jazz,0.496,0.634,5,-10.328,0,0.0364,0.779,0.402,0.0746,0.606,93.357,audio_features,spotify:track:2iUrcZcAuVIahQD0dg9HLe,https://api.spotify.com/v1/tracks/2iUrcZcAuVIahQD0dg9HLe,https://api.spotify.com/v1/audio-analysis/2iUrcZcAuVIahQD0dg9HLe,423573,4
Crystal Silence,['Chick Corea'],54,5F8rPLt2c52p0SK7kiH26b,jazz,0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,audio_features,spotify:track:5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/tracks/5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/audio-analysis/5F8rPLt2c52p0SK7kiH26b,415000,4
Crystal Silence,['Chick Corea'],54,5F8rPLt2c52p0SK7kiH26b,jazz,0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,audio_features,spotify:track:5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/tracks/5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/audio-analysis/5F8rPLt2c52p0SK7kiH26b,415000,4
Crystal Silence,['Chick Corea'],54,5F8rPLt2c52p0SK7kiH26b,jazz,0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,audio_features,spotify:track:5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/tracks/5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/audio-analysis/5F8rPLt2c52p0SK7kiH26b,415000,4
Crystal Silence,['Chick Corea'],54,5F8rPLt2c52p0SK7kiH26b,jazz,0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,audio_features,spotify:track:5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/tracks/5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/audio-analysis/5F8rPLt2c52p0SK7kiH26b,415000,4
You Go To My Head - 2020 Mix,['Frank Sinatra'],51,7KsJkshpIjjeIwyKnkhQUc,jazz,0.147,0.215,3,-14.594,0,0.0346,0.965,0.000928,0.184,0.102,171.46,audio_features,spotify:track:7KsJkshpIjjeIwyKnkhQUc,https://api.spotify.com/v1/tracks/7KsJkshpIjjeIwyKnkhQUc,https://api.spotify.com/v1/audio-analysis/7KsJkshpIjjeIwyKnkhQUc,266800,3
Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition,['Freddie Hubbard'],47,4N6JkrGD78eLooaTDmwo9s,jazz,0.418,0.227,4,-15.537,0,0.0379,0.912,0.822,0.0956,0.21,103.586,audio_features,spotify:track:4N6JkrGD78eLooaTDmwo9s,https://api.spotify.com/v1/tracks/4N6JkrGD78eLooaTDmwo9s,https://api.spotify.com/v1/audio-analysis/4N6JkrGD78eLooaTDmwo9s,395560,4
Blue World,['John Coltrane'],29,5z8eOnPiOC22EYpniAX3Qg,jazz,0.477,0.733,8,-8.301,1,0.0682,0.732,0.0756,0.153,0.385,120.42,audio_features,spotify:track:5z8eOnPiOC22EYpniAX3Qg,https://api.spotify.com/v1/tracks/5z8eOnPiOC22EYpniAX3Qg,https://api.spotify.com/v1/audio-analysis/5z8eOnPiOC22EYpniAX3Qg,368253,3
Cheek To Cheek,"['Ella Fitzgerald', 'Louis Armstrong']",52,5TNpCThzzXHEipXGKgNG8T,jazz,0.655,0.31,0,-13.4,1,0.0866,0.573,0.0,0.119,0.665,121.999,audio_features,spotify:track:5TNpCThzzXHEipXGKgNG8T,https://api.spotify.com/v1/tracks/5TNpCThzzXHEipXGKgNG8T,https://api.spotify.com/v1/audio-analysis/5TNpCThzzXHEipXGKgNG8T,353267,4
Solitude,['Billie Holiday'],58,30QD4VRP9yEneOh0eGTrtJ,jazz,0.462,0.15,8,-13.531,1,0.0522,0.984,0.000902,0.105,0.19,98.66,audio_features,spotify:track:30QD4VRP9yEneOh0eGTrtJ,https://api.spotify.com/v1/tracks/30QD4VRP9yEneOh0eGTrtJ,https://api.spotify.com/v1/audio-analysis/30QD4VRP9yEneOh0eGTrtJ,207600,3
But Not For Me - Vocal Version,['Chet Baker'],57,3pfbQmD5xGH9Tcc7GqGfSL,jazz,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,audio_features,spotify:track:3pfbQmD5xGH9Tcc7GqGfSL,https://api.spotify.com/v1/tracks/3pfbQmD5xGH9Tcc7GqGfSL,https://api.spotify.com/v1/audio-analysis/3pfbQmD5xGH9Tcc7GqGfSL,184467,4
These Foolish Things (Remastered),['Lester Young'],0,0ldmR2mJJNEoBIINfZWdv6,jazz,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,audio_features,spotify:track:0ldmR2mJJNEoBIINfZWdv6,https://api.spotify.com/v1/tracks/0ldmR2mJJNEoBIINfZWdv6,https://api.spotify.com/v1/audio-analysis/0ldmR2mJJNEoBIINfZWdv6,190933,4
Misty,['Sarah Vaughan'],58,7gHFBNy0Qn86xGKJ9OdFTw,jazz,0.224,0.214,2,-14.455,0,0.0348,0.976,0.00094,0.367,0.14,83.906,audio_features,spotify:track:7gHFBNy0Qn86xGKJ9OdFTw,https://api.spotify.com/v1/tracks/7gHFBNy0Qn86xGKJ9OdFTw,https://api.spotify.com/v1/audio-analysis/7gHFBNy0Qn86xGKJ9OdFTw,179373,3
Soulful Strut,"['Horst Jankowski and his Studio Orchestra', 'Horst Jankowski']",50,5rWLLUMytrhz5KJwNjEn5q,jazz,0.642,0.645,10,-11.351,1,0.0355,0.16,0.0462,0.0889,0.963,95.105,audio_features,spotify:track:5rWLLUMytrhz5KJwNjEn5q,https://api.spotify.com/v1/tracks/5rWLLUMytrhz5KJwNjEn5q,https://api.spotify.com/v1/audio-analysis/5rWLLUMytrhz5KJwNjEn5q,145467,4
Almost Like Being In Love,"['Red Garland', 'Paul Chambers', 'Art Taylor']",57,6CDQBADsdzJwc3qZ3OPDHH,jazz,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,audio_features,spotify:track:6CDQBADsdzJwc3qZ3OPDHH,https://api.spotify.com/v1/tracks/6CDQBADsdzJwc3qZ3OPDHH,https://api.spotify.com/v1/audio-analysis/6CDQBADsdzJwc3qZ3OPDHH,290293,4
Almost Like Being In Love,"['Red Garland', 'Paul Chambers', 'Art Taylor']",57,6CDQBADsdzJwc3qZ3OPDHH,jazz,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,audio_features,spotify:track:6CDQBADsdzJwc3qZ3OPDHH,https://api.spotify.com/v1/tracks/6CDQBADsdzJwc3qZ3OPDHH,https://api.spotify.com/v1/audio-analysis/6CDQBADsdzJwc3qZ3OPDHH,290293,4
Almost Like Being In Love,"['Red Garland', 'Paul Chambers', 'Art Taylor']",57,6CDQBADsdzJwc3qZ3OPDHH,jazz,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,audio_features,spotify:track:6CDQBADsdzJwc3qZ3OPDHH,https://api.spotify.com/v1/tracks/6CDQBADsdzJwc3qZ3OPDHH,https://api.spotify.com/v1/audio-analysis/6CDQBADsdzJwc3qZ3OPDHH,290293,4
Almost Like Being In Love,"['Red Garland', 'Paul Chambers', 'Art Taylor']",57,6CDQBADsdzJwc3qZ3OPDHH,jazz,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,audio_features,spotify:track:6CDQBADsdzJwc3qZ3OPDHH,https://api.spotify.com/v1/tracks/6CDQBADsdzJwc3qZ3OPDHH,https://api.spotify.com/v1/audio-analysis/6CDQBADsdzJwc3qZ3OPDHH,290293,4
April In Paris,['Billie Holiday'],60,34zhjduFdQFhkRUJ230h9T,jazz,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,audio_features,spotify:track:34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/tracks/34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/audio-analysis/34zhjduFdQFhkRUJ230h9T,185587,4
April In Paris,['Billie Holiday'],60,34zhjduFdQFhkRUJ230h9T,jazz,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,audio_features,spotify:track:34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/tracks/34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/audio-analysis/34zhjduFdQFhkRUJ230h9T,185587,4
April In Paris,['Billie Holiday'],60,34zhjduFdQFhkRUJ230h9T,jazz,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,audio_features,spotify:track:34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/tracks/34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/audio-analysis/34zhjduFdQFhkRUJ230h9T,185587,4
April In Paris,['Billie Holiday'],60,34zhjduFdQFhkRUJ230h9T,jazz,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,audio_features,spotify:track:34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/tracks/34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/audio-analysis/34zhjduFdQFhkRUJ230h9T,185587,4
Summertime,['Charlie Parker'],0,09g9OlH3RDjbffMAnvBPgw,jazz,0.356,0.324,7,-8.699,0,0.0289,0.704,0.0025,0.204,0.438,88.861,audio_features,spotify:track:09g9OlH3RDjbffMAnvBPgw,https://api.spotify.com/v1/tracks/09g9OlH3RDjbffMAnvBPgw,https://api.spotify.com/v1/audio-analysis/09g9OlH3RDjbffMAnvBPgw,166133,4
Stormy Weather,['Etta James'],62,2IdwQxhJn9ZE4zIotcCefR,jazz,0.262,0.356,0,-8.031,0,0.0303,0.613,0.0,0.175,0.426,174.176,audio_features,spotify:track:2IdwQxhJn9ZE4zIotcCefR,https://api.spotify.com/v1/tracks/2IdwQxhJn9ZE4zIotcCefR,https://api.spotify.com/v1/audio-analysis/2IdwQxhJn9ZE4zIotcCefR,187667,3
Dream A Little Dream Of Me - Single Version,"['Ella Fitzgerald', 'Louis Armstrong']",67,78MI7mu1LV1k4IA2HzKmHe,jazz,0.443,0.104,0,-17.042,1,0.101,0.913,0.0,0.191,0.394,76.497,audio_features,spotify:track:78MI7mu1LV1k4IA2HzKmHe,https://api.spotify.com/v1/tracks/78MI7mu1LV1k4IA2HzKmHe,https://api.spotify.com/v1/audio-analysis/78MI7mu1LV1k4IA2HzKmHe,185160,4
Cloe,['Joe Pass'],49,0cNc2tivyPqzgp13BSM7St,jazz,0.483,0.186,7,-21.824,0,0.0409,0.939,0.873,0.115,0.498,150.87,audio_features,spotify:track:0cNc2tivyPqzgp13BSM7St,https://api.spotify.com/v1/tracks/0cNc2tivyPqzgp13BSM7St,https://api.spotify.com/v1/audio-analysis/0cNc2tivyPqzgp13BSM7St,321952,4
Senor Mouse,"['Gary Burton', 'Chick Corea']",47,6linlPbVWEecMEMfNcul1e,jazz,0.456,0.205,11,-19.74,0,0.0452,0.952,0.889,0.101,0.31,111.5,audio_features,spotify:track:6linlPbVWEecMEMfNcul1e,https://api.spotify.com/v1/tracks/6linlPbVWEecMEMfNcul1e,https://api.spotify.com/v1/audio-analysis/6linlPbVWEecMEMfNcul1e,377707,4
On The Sunny Side Of The Street,"['Dizzy Gillespie', 'Sonny Stitt', 'Sonny Rollins']",0,0DXb75jBHund71iIpnBBZv,jazz,0.662,0.331,0,-12.712,1,0.0581,0.532,0.000125,0.253,0.408,120.228,audio_features,spotify:track:0DXb75jBHund71iIpnBBZv,https://api.spotify.com/v1/tracks/0DXb75jBHund71iIpnBBZv,https://api.spotify.com/v1/audio-analysis/0DXb75jBHund71iIpnBBZv,340960,4
Close Your Eyes,['Art Blakey & The Jazz Messengers'],49,3vlX5kFfQHDloPDV1cGENX,jazz,0.565,0.222,5,-19.933,0,0.0646,0.799,0.000213,0.0934,0.689,99.198,audio_features,spotify:track:3vlX5kFfQHDloPDV1cGENX,https://api.spotify.com/v1/tracks/3vlX5kFfQHDloPDV1cGENX,https://api.spotify.com/v1/audio-analysis/3vlX5kFfQHDloPDV1cGENX,386700,4
Skating In Central Park,"['Bill Evans', 'Jim Hall']",60,1cpANF6zMBoFoxkoIjZHjv,jazz,0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,audio_features,spotify:track:1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/tracks/1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/audio-analysis/1cpANF6zMBoFoxkoIjZHjv,324200,3
Skating In Central Park,"['Bill Evans', 'Jim Hall']",60,1cpANF6zMBoFoxkoIjZHjv,jazz,0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,audio_features,spotify:track:1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/tracks/1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/audio-analysis/1cpANF6zMBoFoxkoIjZHjv,324200,3
Skating In Central Park,"['Bill Evans', 'Jim Hall']",60,1cpANF6zMBoFoxkoIjZHjv,jazz,0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,audio_features,spotify:track:1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/tracks/1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/audio-analysis/1cpANF6zMBoFoxkoIjZHjv,324200,3
Skating In Central Park,"['Bill Evans', 'Jim Hall']",60,1cpANF6zMBoFoxkoIjZHjv,jazz,0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,audio_features,spotify:track:1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/tracks/1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/audio-analysis/1cpANF6zMBoFoxkoIjZHjv,324200,3
Softly As In A Morning Sunrise,['The Modern Jazz Quartet'],49,4vWMrM0AwlhRlkAdQtC2zn,jazz,0.634,0.327,0,-9.703,0,0.0551,0.709,0.0131,0.158,0.498,80.825,audio_features,spotify:track:4vWMrM0AwlhRlkAdQtC2zn,https://api.spotify.com/v1/tracks/4vWMrM0AwlhRlkAdQtC2zn,https://api.spotify.com/v1/audio-analysis/4vWMrM0AwlhRlkAdQtC2zn,209400,4
So Tender,"['Keith Jarrett', 'Gary Peacock', 'Jack DeJohnette']",51,0Dt1B5dNfajRczQKZA87aL,jazz,0.373,0.302,1,-20.358,0,0.0376,0.818,0.835,0.171,0.35,86.925,audio_features,spotify:track:0Dt1B5dNfajRczQKZA87aL,https://api.spotify.com/v1/tracks/0Dt1B5dNfajRczQKZA87aL,https://api.spotify.com/v1/audio-analysis/0Dt1B5dNfajRczQKZA87aL,435267,4
So Tender,"['Keith Jarrett', 'Gary Peacock', 'Jack DeJohnette']",51,0Dt1B5dNfajRczQKZA87aL,jazz,0.373,0.302,1,-20.358,0,0.0376,0.818,0.835,0.171,0.35,86.925,audio_features,spotify:track:0Dt1B5dNfajRczQKZA87aL,https://api.spotify.com/v1/tracks/0Dt1B5dNfajRczQKZA87aL,https://api.spotify.com/v1/audio-analysis/0Dt1B5dNfajRczQKZA87aL,435267,4
So Tender,"['Keith Jarrett', 'Gary Peacock', 'Jack DeJohnette']",51,0Dt1B5dNfajRczQKZA87aL,jazz,0.373,0.302,1,-20.358,0,0.0376,0.818,0.835,0.171,0.35,86.925,audio_features,spotify:track:0Dt1B5dNfajRczQKZA87aL,https://api.spotify.com/v1/tracks/0Dt1B5dNfajRczQKZA87aL,https://api.spotify.com/v1/audio-analysis/0Dt1B5dNfajRczQKZA87aL,435267,4
So Tender,"['Keith Jarrett', 'Gary Peacock', 'Jack DeJohnette']",51,0Dt1B5dNfajRczQKZA87aL,jazz,0.373,0.302,1,-20.358,0,0.0376,0.818,0.835,0.171,0.35,86.925,audio_features,spotify:track:0Dt1B5dNfajRczQKZA87aL,https://api.spotify.com/v1/tracks/0Dt1B5dNfajRczQKZA87aL,https://api.spotify.com/v1/audio-analysis/0Dt1B5dNfajRczQKZA87aL,435267,4
Stormy Weather,['Oscar Peterson Trio'],0,6ffJxrVKkPVW4hiRoiteB2,jazz,0.652,0.171,7,-16.1,1,0.0569,0.99,0.864,0.158,0.562,118.883,audio_features,spotify:track:6ffJxrVKkPVW4hiRoiteB2,https://api.spotify.com/v1/tracks/6ffJxrVKkPVW4hiRoiteB2,https://api.spotify.com/v1/audio-analysis/6ffJxrVKkPVW4hiRoiteB2,213387,4
There's No Business Like Show Business,['Sonny Rollins'],47,3AJSnSiVDz37q85LP2Rop0,jazz,0.394,0.441,8,-14.237,1,0.0371,0.692,0.0375,0.105,0.629,90.058,audio_features,spotify:track:3AJSnSiVDz37q85LP2Rop0,https://api.spotify.com/v1/tracks/3AJSnSiVDz37q85LP2Rop0,https://api.spotify.com/v1/audio-analysis/3AJSnSiVDz37q85LP2Rop0,378960,4
Say It (Over And Over Again),['John Coltrane Quartet'],54,016HKF7A4O7tatoJ9BgZM1,jazz,0.488,0.124,3,-13.038,1,0.0404,0.963,0.333,0.246,0.205,66.105,audio_features,spotify:track:016HKF7A4O7tatoJ9BgZM1,https://api.spotify.com/v1/tracks/016HKF7A4O7tatoJ9BgZM1,https://api.spotify.com/v1/audio-analysis/016HKF7A4O7tatoJ9BgZM1,255960,4
Comin' Home Baby,['Herbie Mann'],49,6OH7UCFY7SEJxxQkaYfAv8,jazz,0.651,0.143,5,-22.617,1,0.0531,0.752,0.421,0.138,0.601,78.792,audio_features,spotify:track:6OH7UCFY7SEJxxQkaYfAv8,https://api.spotify.com/v1/tracks/6OH7UCFY7SEJxxQkaYfAv8,https://api.spotify.com/v1/audio-analysis/6OH7UCFY7SEJxxQkaYfAv8,519600,4
Quick Trick,['Art Blakey & The Jazz Messengers'],48,2EW1mFJaikQh0vxOoB7uGp,jazz,0.611,0.291,2,-18.392,1,0.0647,0.765,0.000133,0.0571,0.534,83.443,audio_features,spotify:track:2EW1mFJaikQh0vxOoB7uGp,https://api.spotify.com/v1/tracks/2EW1mFJaikQh0vxOoB7uGp,https://api.spotify.com/v1/audio-analysis/2EW1mFJaikQh0vxOoB7uGp,283740,4
Teach Me Tonight,['Dinah Washington'],58,0Rk9byjmZksAJX15onGns5,jazz,0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,0.403,73.103,audio_features,spotify:track:0Rk9byjmZksAJX15onGns5,https://api.spotify.com/v1/tracks/0Rk9byjmZksAJX15onGns5,https://api.spotify.com/v1/audio-analysis/0Rk9byjmZksAJX15onGns5,167493,4
The Things We Did Last Summer,['Freddie Hubbard'],48,1cfMdMmJqBlLn4auevv0iB,jazz,0.308,0.114,5,-20.291,1,0.0399,0.912,0.919,0.169,0.163,79.261,audio_features,spotify:track:1cfMdMmJqBlLn4auevv0iB,https://api.spotify.com/v1/tracks/1cfMdMmJqBlLn4auevv0iB,https://api.spotify.com/v1/audio-analysis/1cfMdMmJqBlLn4auevv0iB,439120,4
My Foolish Heart,['Bill Evans Trio'],60,6yKkA8HzwWTZ5taIMaG4Nm,jazz,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,audio_features,spotify:track:6yKkA8HzwWTZ5taIMaG4Nm,https://api.spotify.com/v1/tracks/6yKkA8HzwWTZ5taIMaG4Nm,https://api.spotify.com/v1/audio-analysis/6yKkA8HzwWTZ5taIMaG4Nm,297320,4
Mean To Me - Remastered/1998,['Dean Martin'],49,4R6rf3KbP45JST6Cr3Enry,jazz,0.615,0.145,7,-14.283,1,0.0422,0.748,0.0,0.0292,0.505,102.633,audio_features,spotify:track:4R6rf3KbP45JST6Cr3Enry,https://api.spotify.com/v1/tracks/4R6rf3KbP45JST6Cr3Enry,https://api.spotify.com/v1/audio-analysis/4R6rf3KbP45JST6Cr3Enry,130253,4
The Girl From Ipanema,"['Stan Getz', 'João Gilberto', 'Astrud Gilberto']",0,4xGFcQEIjtmbPD6Jsxq14M,jazz,0.641,0.14,8,-16.79,1,0.039,0.867,0.00166,0.105,0.388,129.318,audio_features,spotify:track:4xGFcQEIjtmbPD6Jsxq14M,https://api.spotify.com/v1/tracks/4xGFcQEIjtmbPD6Jsxq14M,https://api.spotify.com/v1/audio-analysis/4xGFcQEIjtmbPD6Jsxq14M,317987,4
Besame Mucho,['Dave Brubeck'],52,1GZD0TZJHmdQaZsucHBmWT,jazz,0.517,0.273,10,-17.279,0,0.0627,0.866,0.774,0.979,0.321,63.423,audio_features,spotify:track:1GZD0TZJHmdQaZsucHBmWT,https://api.spotify.com/v1/tracks/1GZD0TZJHmdQaZsucHBmWT,https://api.spotify.com/v1/audio-analysis/1GZD0TZJHmdQaZsucHBmWT,354573,4
Stella By Starlight (feat. John Coltrane & Bill Evans),"['Miles Davis', 'John Coltrane', 'Bill Evans']",54,4zxd4tiXPlWMqoJltbVTbE,jazz,0.47,0.144,10,-12.824,1,0.0365,0.912,0.000118,0.0965,0.243,84.787,audio_features,spotify:track:4zxd4tiXPlWMqoJltbVTbE,https://api.spotify.com/v1/tracks/4zxd4tiXPlWMqoJltbVTbE,https://api.spotify.com/v1/audio-analysis/4zxd4tiXPlWMqoJltbVTbE,284560,4
"Köln, January 24, 1975, Pt. II C - Live",['Keith Jarrett'],49,4FMI4Ln1LhyxGldkNXan5e,jazz,0.27,0.688,0,-16.305,1,0.0547,0.973,0.884,0.669,0.219,75.845,audio_features,spotify:track:4FMI4Ln1LhyxGldkNXan5e,https://api.spotify.com/v1/tracks/4FMI4Ln1LhyxGldkNXan5e,https://api.spotify.com/v1/audio-analysis/4FMI4Ln1LhyxGldkNXan5e,416840,4
I'll Remember April - Instrumental,['Chet Baker'],0,74HwaWwtVa2buG8OIHZkgs,jazz,0.435,0.499,9,-8.576,0,0.0317,0.768,0.107,0.131,0.683,121.924,audio_features,spotify:track:74HwaWwtVa2buG8OIHZkgs,https://api.spotify.com/v1/tracks/74HwaWwtVa2buG8OIHZkgs,https://api.spotify.com/v1/audio-analysis/74HwaWwtVa2buG8OIHZkgs,352293,4
All the Things You Are,['Oscar Peterson Trio'],52,3TSdkwPeUfvgLwNTF8gfC0,jazz,0.601,0.314,5,-16.922,0,0.0353,0.526,0.878,0.0937,0.316,135.712,audio_features,spotify:track:3TSdkwPeUfvgLwNTF8gfC0,https://api.spotify.com/v1/tracks/3TSdkwPeUfvgLwNTF8gfC0,https://api.spotify.com/v1/audio-analysis/3TSdkwPeUfvgLwNTF8gfC0,370385,4
